Broker Code,Order Time,Quantity,Limit Price,Symbol,Description,BuySell,Open Close,Commission,Fees,Trans Net Amt,Account,Trade Source,Basket,Nickname Code,CSA Commission,Underlying,Expiration Date,PutCall,Strike,Id
,1/2/2020 0:00,30,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,1145.54,account_1,Manual,,,,SPEM,,,,357094
,1/2/2020 0:00,-9,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 9 @,SELL,C,0,0.02,-1128.59,account_1,Manual,,,,MTUM,,,,357095
,1/2/2020 0:00,142,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,5422.24,account_2,Manual,,,,SPEM,,,,357096
,1/2/2020 0:00,-43,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 43 ,SELL,C,0,0.12,-5392.11,account_2,Manual,,,,MTUM,,,,357097
,1/2/2020 0:00,89,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,3398.45,account_3,Manual,,,,SPEM,,,,357098
,1/2/2020 0:00,-27,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 27 ,SELL,C,0,0.07,-3385.75,account_3,Manual,,,,MTUM,,,,357099
,1/2/2020 0:00,33,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,1260.1,account_4,Manual,,,,SPEM,,,,357100
,1/2/2020 0:00,-10,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 10 ,SELL,C,0,0.03,-1253.98,account_4,Manual,,,,MTUM,,,,357101
,1/2/2020 0:00,-461,34.6899,PLW,|INVESCO EXCHANGE TRADED FUND T 1 30 LADER TRE ETF,SELL,C,0,0.38,-15991.66,account_5,Manual,,,,PLW,,,,357102
,1/2/2020 0:00,369,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,14090.19,account_5,Manual,,,,SPEM,,,,357103
,1/2/2020 0:00,6,0.34,EFA200320P65,|ISHARES TRUST EFA MAR 20 20 65.0 P  BUY TRADE 6 @,BUY,C,0,0.1,204.1,account_5,Manual,,,,EFA,3/20/2020 0:00,P,65,357104
,1/2/2020 0:00,5,0.44,EEM200320C48,|ISHARES TRUST EEM MAR 20 20 48.0 C  BUY TRADE 5 @,BUY,C,0,0.08,220.08,account_5,Manual,,,,EEM,3/20/2020 0:00,C,48,357105
,1/2/2020 0:00,1061,15.075,PGX,|INVESCO EXCHANGE TRADED FUND T PFD ETF BUY TRADE ,BUY,O,0,0,15994.58,account_5,Manual,,,,PGX,,,,357106
,1/2/2020 0:00,13,0.25,EEM200320P41,|ISHARES TRUST EEM MAR 20 20 41.0 P  BUY TRADE 13 ,BUY,C,0,0.22,325.22,account_5,Manual,,,,EEM,3/20/2020 0:00,P,41,357107
,1/2/2020 0:00,-112,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 112,SELL,C,0,0.3,-14044.59,account_5,Manual,,,,MTUM,,,,357108
,1/2/2020 0:00,-7,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 7 @,SELL,C,0,0.02,-877.79,account_6,Manual,,,,MTUM,,,,357109
,1/2/2020 0:00,23,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,878.25,account_6,Manual,,,,SPEM,,,,357110
,1/2/2020 0:00,-140,125.4008,MTUM,|ISHARES TRUST USA MOMENTUM FCT ETF SELL TRADE 140,SELL,C,0,0.38,-17555.73,account_7,Manual,,,,MTUM,,,,357111
,1/2/2020 0:00,10,0.34,EFA200320P65,|ISHARES TRUST EFA MAR 20 20 65.0 P  BUY TRADE 10 ,BUY,C,0,0.17,340.17,account_7,Manual,,,,EFA,3/20/2020 0:00,P,65,357112
,1/2/2020 0:00,461,38.1848,SPEM,|SPDR INDEX SHARES FUNDS PORTFOLIO EMG MK ETF BUY ,BUY,O,0,0,17603.19,account_7,Manual,,,,SPEM,,,,357113
,1/2/2020 0:00,6,0.44,EEM200320C48,|ISHARES TRUST EEM MAR 20 20 48.0 C  BUY TRADE 6 @,BUY,C,0,0.1,264.1,account_7,Manual,,,,EEM,3/20/2020 0:00,C,48,357114
,1/2/2020 0:00,16,0.25,EEM200320P41,|ISHARES TRUST EEM MAR 20 20 41.0 P  BUY TRADE 16 ,BUY,C,0,0.27,400.27,account_7,Manual,,,,EEM,3/20/2020 0:00,P,41,357115
DASH,1/2/2020 12:14,-531,60.97,XLB,Sell Close Equity With DASH,Sell,Close,2.66,0,-32372.41,account_8,TRAFFIX,,,0,XLB,,,,357081
DASH,1/2/2020 12:14,-599,53.9,XLC,Sell Close Equity With DASH,Sell,Close,3,0,-32283.1,account_8,TRAFFIX,,,0,XLC,,,,357082
DASH,1/2/2020 12:14,-570,60.54,XLE,Sell Close Equity With DASH,Sell,Close,2.85,0,-34504.95,account_8,TRAFFIX,,,0,XLE,,,,357083
DASH,1/2/2020 12:14,-876,30.96,XLF,Sell Close Equity With DASH,Sell,Close,4.38,0,-27116.58,account_8,TRAFFIX,,,0,XLF,,,,357084
DASH,1/2/2020 12:14,-381,82.25,XLI,Sell Close Equity With DASH,Sell,Close,1.91,0,-31335.34,account_8,TRAFFIX,,,0,XLI,,,,357085
DASH,1/2/2020 12:14,-342,92.78,XLK,Sell Close Equity With DASH,Sell,Close,1.71,0,-31729.05,account_8,TRAFFIX,,,0,XLK,,,,357086
DASH,1/2/2020 12:14,-501,62.43,XLP,Sell Close Equity With DASH,Sell,Close,2.51,0,-31274.92,account_8,TRAFFIX,,,0,XLP,,,,357087
DASH,1/2/2020 12:14,-149,38.11,XLRE,Sell Close Equity With DASH,Sell,Close,0.75,0,-5677.64,account_8,TRAFFIX,,,0,XLRE,,,,357088
DASH,1/2/2020 12:14,-488,63.73,XLU,Sell Close Equity With DASH,Sell,Close,2.44,0,-31097.8,account_8,TRAFFIX,,,0,XLU,,,,357089
DASH,1/2/2020 12:14,-300,101.55,XLV,Sell Close Equity With DASH,Sell,Close,1.5,0,-30463.5,account_8,TRAFFIX,,,0,XLV,,,,357090
DASH,1/2/2020 12:14,-241,125.98,XLY,Sell Close Equity With DASH,Sell,Close,1.21,0,-30359.97,account_8,TRAFFIX,,,0,XLY,,,,357091
DASH,1/2/2020 12:14,-1,222.3,SPX211217P3050,Sell Close Option With DASH,Sell,Close,1,0,-22229,account_8,TRAFFIX,,,0,SPX,12/17/2021 0:00,P,3050,357080
DASH,1/2/2020 12:14,-1,178.2,SPX211217C3450,Sell Close Option With DASH,Sell,Close,1,0,-17819,account_8,TRAFFIX,,,0,SPX,12/17/2021 0:00,C,3450,357092
DASH,1/2/2020 12:14,1,59.85,SPX211217C3800,Buy Close Option With DASH,Buy,Close,1,0,5986,account_8,TRAFFIX,,,0,SPX,12/17/2021 0:00,C,3800,357093
JSEB,1/2/2020 15:34,2389,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,1194.5,0,84809.5,account_9,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357042
JSEB,1/2/2020 15:34,23,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,11.5,0,816.5,account_10,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357043
JSEB,1/2/2020 15:34,122,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,61,0,4331,account_11,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357044
JSEB,1/2/2020 15:34,330,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,165,0,11715,account_12,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357045
JSEB,1/2/2020 15:34,194,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,97,0,6887,account_8,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357046
JSEB,1/2/2020 15:34,133,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,66.5,0,4721.5,account_13,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357047
JSEB,1/2/2020 15:34,164,0.35,EFA200320P65,Buy Close Option With JSEB,Buy,Close,82,0,5822,account_14,TRAFFIX,BASKETII,,0,EFA,3/20/2020 0:00,P,65,357048
DASH,1/2/2020 15:34,5171,0.2546,EEM200320P41,Buy Close Option With DASH,Buy,Close,1292.75,0,132946.41,account_15,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,P,41,357038
DASH,1/2/2020 15:34,233,0.2546,EEM200320P41,Buy Close Option With DASH,Buy,Close,58.25,0,5990.43,account_8,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,P,41,357039
DASH,1/2/2020 15:34,329,0.2546,EEM200320P41,Buy Close Option With DASH,Buy,Close,82.25,0,8458.59,account_13,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,P,41,357040
DASH,1/2/2020 15:34,688,0.2546,EEM200320P41,Buy Close Option With DASH,Buy,Close,172,0,17688.48,account_14,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,P,41,357041
JSEB,1/2/2020 15:35,1860,0.46,EEM200320C48,Buy Close Option With JSEB,Buy,Close,930,0,86490,account_15,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,C,48,357034
JSEB,1/2/2020 15:35,85,0.46,EEM200320C48,Buy Close Option With JSEB,Buy,Close,42.5,0,3952.5,account_8,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,C,48,357035
JSEB,1/2/2020 15:35,118,0.46,EEM200320C48,Buy Close Option With JSEB,Buy,Close,59,0,5487,account_13,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,C,48,357036
JSEB,1/2/2020 15:35,250,0.46,EEM200320C48,Buy Close Option With JSEB,Buy,Close,125,0,11625,account_14,TRAFFIX,BASKETII,,0,EEM,3/20/2020 0:00,C,48,357037
DASH,1/2/2020 15:35,4,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,4,0,8678.08,account_16,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357049
DASH,1/2/2020 15:35,9,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,9,0,19525.68,account_17,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357050
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_18,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357051
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_19,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357052
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_20,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357053
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_21,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357054
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_22,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357055
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_23,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357056
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_24,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357057
DASH,1/2/2020 15:35,5,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,5,0,10847.6,account_25,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357058
DASH,1/2/2020 15:35,1016,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1016,0,2204232.32,account_26,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357059
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_27,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357060
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_10,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357061
DASH,1/2/2020 15:35,2,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,2,0,4339.04,account_11,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357062
DASH,1/2/2020 15:35,7,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,7,0,15186.64,account_12,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357063
DASH,1/2/2020 15:35,4,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,4,0,8678.08,account_8,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357064
DASH,1/2/2020 15:35,5,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,5,0,10847.6,account_13,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357065
DASH,1/2/2020 15:35,3,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,3,0,6508.56,account_28,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357066
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_29,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357067
DASH,1/2/2020 15:35,4,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,4,0,8678.08,account_14,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357068
DASH,1/2/2020 15:35,3,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,3,0,6508.56,account_30,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357069
DASH,1/2/2020 15:35,2,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,2,0,4339.04,account_31,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357070
DASH,1/2/2020 15:35,1,21.6852,SPX200320P2975,Buy Close Option With DASH,Buy,Close,1,0,2169.52,account_32,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357071
DASH,1/2/2020 15:36,12,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,1.8,0,2605.8,account_33,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357072
DASH,1/2/2020 15:36,4,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,0.6,0,868.6,account_34,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357073
DASH,1/2/2020 15:36,7,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,1.05,0,1520.05,account_35,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357074
DASH,1/2/2020 15:36,8,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,1.2,0,1737.2,account_36,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357075
DASH,1/2/2020 15:36,1,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,0.15,0,217.15,account_37,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357076
DASH,1/2/2020 15:36,1,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,0.15,0,217.15,account_38,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357077
DASH,1/2/2020 15:36,2,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,0.3,0,434.3,account_39,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357078
DASH,1/2/2020 15:36,2,2.17,SPY200320P296,Buy Close Option With DASH,Buy,Close,0.3,0,434.3,account_40,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357079
,1/3/2020 0:00,-3,0.48,GLD200320P139,|SPDR GOLD TRUST GLD MAR 20 20 139.0 P  SELL TRADE,SELL,O,0,0.06,-143.94,account_5,Manual,,,,GLD,3/20/2020 0:00,P,139,357202
,1/3/2020 0:00,3,0.15,GLD200320P135,|SPDR GOLD TRUST GLD MAR 20 20 135.0 P  BUY TRADE ,BUY,C,0,0.05,45.05,account_5,Manual,,,,GLD,3/20/2020 0:00,P,135,357203
,1/3/2020 0:00,3,0.15,GLD200320P135,|SPDR GOLD TRUST GLD MAR 20 20 135.0 P  BUY TRADE ,BUY,C,0,0.05,45.05,account_7,Manual,,,,GLD,3/20/2020 0:00,P,135,357204
,1/3/2020 0:00,-3,0.48,GLD200320P139,|SPDR GOLD TRUST GLD MAR 20 20 139.0 P  SELL TRADE,SELL,O,0,0.06,-143.94,account_7,Manual,,,,GLD,3/20/2020 0:00,P,139,357205
DASH,1/3/2020 14:01,155,0.1851,GLD200320P135,Buy Close Option With DASH,Buy,Close,38.75,0,2907.8,account_41,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,P,135,357193
DASH,1/3/2020 14:01,235,0.1851,GLD200320P135,Buy Close Option With DASH,Buy,Close,58.75,0,4408.6,account_14,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,P,135,357194
DASH,1/3/2020 14:01,-148,0.6092,GLD200320P139,Sell Open Option With DASH,Sell,Open,37,0,-8979.16,account_41,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,P,139,357196
DASH,1/3/2020 14:01,-236,0.6092,GLD200320P139,Sell Open Option With DASH,Sell,Open,59,0,-14318.12,account_14,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,P,139,357197
DASH,1/3/2020 14:01,445,0.15,EFA200221P64,Buy Close Option With DASH,Buy,Close,66.75,0,6741.75,account_42,TRAFFIX,,,0,EFA,2/21/2020 0:00,P,64,357198
DASH,1/3/2020 14:01,445,0.46,EFA200221C71,Buy Close Option With DASH,Buy,Close,66.75,0,20536.75,account_42,TRAFFIX,,,0,EFA,2/21/2020 0:00,C,71,357199
DASH,1/3/2020 14:01,-699,0.43,EEM200320P42,Sell Open Option With DASH,Sell,Open,104.85,0,-29952.15,account_42,TRAFFIX,,,0,EEM,3/20/2020 0:00,P,42,357200
DASH,1/3/2020 14:01,-699,0.19,EEM200320C49,Sell Open Option With DASH,Sell,Open,104.85,0,-13176.15,account_42,TRAFFIX,,,0,EEM,3/20/2020 0:00,C,49,357201
DASH,1/3/2020 14:02,-12,0.6158,IYR200320P86,Sell Open Option With DASH,Sell,Open,3,0,-735.96,account_43,TRAFFIX,BASKETII,,0,IYR,3/20/2020 0:00,P,86,357195
,1/6/2020 0:00,-1,1.13,GLD200320C160,|SPDR GOLD TRUST GLD MAR 20 20 160.0 C  SELL TRADE,SELL,O,0,0.02,-112.98,account_5,Manual,,,,GLD,3/20/2020 0:00,C,160,357273
,1/6/2020 0:00,1,0.17,GLD200320P137,|SPDR GOLD TRUST GLD MAR 20 20 137.0 P  BUY TRADE ,BUY,C,0,0.02,17.02,account_5,Manual,,,,GLD,3/20/2020 0:00,P,137,357274
,1/6/2020 0:00,-13,0.37,EEM200320P41,|ISHARES TRUST EEM MAR 20 20 41.0 P  SELL TRADE 13,SELL,O,0,0.26,-480.74,account_5,Manual,,,,EEM,3/20/2020 0:00,P,41,357275
,1/6/2020 0:00,1,3.5,GLD200221C147,|SPDR GOLD TRUST GLD FEB 21 20 147.0 C  BUY TRADE ,BUY,C,0,0.02,350.02,account_5,Manual,,,,GLD,2/21/2020 0:00,C,147,357276
,1/6/2020 0:00,-5,0.4,EFA200320P65,|ISHARES TRUST EFA MAR 20 20 65.0 P  SELL TRADE 5 ,SELL,O,0,0.09,-199.91,account_5,Manual,,,,EFA,3/20/2020 0:00,P,65,357277
,1/6/2020 0:00,-9,0.4,EFA200320P65,|ISHARES TRUST EFA MAR 20 20 65.0 P  SELL TRADE 9 ,SELL,O,0,0.18,-359.82,account_7,Manual,,,,EFA,3/20/2020 0:00,P,65,357278
,1/6/2020 0:00,1,3.5,GLD200221C147,|SPDR GOLD TRUST GLD FEB 21 20 147.0 C  BUY TRADE ,BUY,C,0,0.02,350.02,account_7,Manual,,,,GLD,2/21/2020 0:00,C,147,357279
,1/6/2020 0:00,-14,0.37,EEM200320P41,|ISHARES TRUST EEM MAR 20 20 41.0 P  SELL TRADE 14,SELL,O,0,0.28,-517.72,account_7,Manual,,,,EEM,3/20/2020 0:00,P,41,357280
,1/6/2020 0:00,1,0.17,GLD200320P137,|SPDR GOLD TRUST GLD MAR 20 20 137.0 P  BUY TRADE ,BUY,C,0,0.02,17.02,account_7,Manual,,,,GLD,3/20/2020 0:00,P,137,357281
,1/6/2020 0:00,-1,1.13,GLD200320C160,|SPDR GOLD TRUST GLD MAR 20 20 160.0 C  SELL TRADE,SELL,O,0,0.02,-112.98,account_7,Manual,,,,GLD,3/20/2020 0:00,C,160,357282
DASH,1/6/2020 10:02,-10,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,1.5,0,-2628.5,account_33,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357259
DASH,1/6/2020 10:02,-4,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,0.6,0,-1051.4,account_34,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357260
DASH,1/6/2020 10:02,-6,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,0.9,0,-1577.1,account_35,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357261
DASH,1/6/2020 10:02,-7,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,1.05,0,-1839.95,account_36,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357262
DASH,1/6/2020 10:02,-1,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,0.15,0,-262.85,account_37,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357263
DASH,1/6/2020 10:02,-1,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,0.15,0,-262.85,account_38,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357264
DASH,1/6/2020 10:02,-2,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,0.3,0,-525.7,account_39,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357265
DASH,1/6/2020 10:02,-2,2.63,SPY200320P296,Sell Open Option With DASH,Sell,Open,0.3,0,-525.7,account_40,TRAFFIX,BASKETII,,0,SPY,3/20/2020 0:00,P,296,357266
DASH,1/6/2020 10:02,43,0.17,GLD200320P137,Buy Close Option With DASH,Buy,Close,10.75,0,741.75,account_41,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,P,137,357257
DASH,1/6/2020 10:02,79,0.17,GLD200320P137,Buy Close Option With DASH,Buy,Close,19.75,0,1362.75,account_14,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,P,137,357258
DASH,1/6/2020 10:02,52,3.5,GLD200221C147,Buy Close Option With DASH,Buy,Close,13,0,18213,account_41,TRAFFIX,BASKETII,,0,GLD,2/21/2020 0:00,C,147,357255
DASH,1/6/2020 10:02,78,3.5,GLD200221C147,Buy Close Option With DASH,Buy,Close,19.5,0,27319.5,account_14,TRAFFIX,BASKETII,,0,GLD,2/21/2020 0:00,C,147,357256
DASH,1/6/2020 10:02,-44,1.15,GLD200320C160,Sell Open Option With DASH,Sell,Open,11,0,-5049,account_41,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,C,160,357267
DASH,1/6/2020 10:02,-78,1.15,GLD200320C160,Sell Open Option With DASH,Sell,Open,19.5,0,-8950.5,account_14,TRAFFIX,BASKETII,,0,GLD,3/20/2020 0:00,C,160,357268
JSEB,1/6/2020 15:05,-5,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,5,0,-13395,account_16,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357223
JSEB,1/6/2020 15:05,-8,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,8,0,-21432,account_17,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357224
JSEB,1/6/2020 15:05,-1,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1,0,-2679,account_18,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357225
JSEB,1/6/2020 15:05,-2,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,2,0,-5358,account_19,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357226
JSEB,1/6/2020 15:05,-1,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1,0,-2679,account_20,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357227
JSEB,1/6/2020 15:05,-1,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1,0,-2679,account_21,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357228
JSEB,1/6/2020 15:05,-2,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,2,0,-5358,account_22,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357229
JSEB,1/6/2020 15:05,-1,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1,0,-2679,account_23,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357230
JSEB,1/6/2020 15:05,-1,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1,0,-2679,account_24,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357231
JSEB,1/6/2020 15:05,-5,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,5,0,-13395,account_25,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357232
JSEB,1/6/2020 15:05,-1005,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1005,0,-2692395,account_26,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357233
JSEB,1/6/2020 15:05,-1,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,1,0,-2679,account_27,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357234
JSEB,1/6/2020 15:05,-2,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,2,0,-5358,account_11,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357235
JSEB,1/6/2020 15:05,-6,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,6,0,-16074,account_12,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357236
JSEB,1/6/2020 15:05,-4,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,4,0,-10716,account_8,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357237
JSEB,1/6/2020 15:05,-5,26.8,SPX200320P2975,Sell Open Option With JSEB,Sell,Open,5,0,-13395,account_13,TRAFFIX,BASKETII,,0,SPX,3/20/2020 0:00,P,2975,357238
